source_path,final_status,redirect_hops,final_url,canonical,h1,title,meta_robots,x_robots_tag,visible_noindex,chain
/collections/patrones-grandes-rollos,404,1,https://www.matchwalls.com/collections/papel-pintado-estampado-grande,,,,,,no,301 https://www.matchwalls.com/collections/patrones-grandes-rollos -> /collections/papel-pintado-estampado-grande | 404 https://www.matchwalls.com/collections/papel-pintado-estampado-grande
/collections/patrones-pequenos-rollos,200,1,https://www.matchwalls.com/collections/papel-pintado-estampados-pequenos,,,,,,no,301 https://www.matchwalls.com/collections/patrones-pequenos-rollos -> /collections/papel-pintado-estampados-pequenos | 200 https://www.matchwalls.com/collections/papel-pintado-estampados-pequenos
/collections/rayas-rollos,200,2,https://www.matchwalls.com/collections/murales-estilo-a-rayas,,,,,,no,301 https://www.matchwalls.com/collections/rayas-rollos -> /collections/papel-pintado-rayas | 301 https://www.matchwalls.com/collections/papel-pintado-rayas -> /collections/murales-estilo-a-rayas | 200 https://www.matchwalls.com/collections/murales-estilo-a-rayas
/collections/semi-lisos-papel-pintado,404,0,https://www.matchwalls.com/collections/semi-lisos-papel-pintado,,,,,,no,404 https://www.matchwalls.com/collections/semi-lisos-papel-pintado
/collections/semi-lisos-rollos,404,1,https://www.matchwalls.com/collections/semi-lisos-papel-pintado,,,,,,no,301 https://www.matchwalls.com/collections/semi-lisos-rollos -> /collections/semi-lisos-papel-pintado | 404 https://www.matchwalls.com/collections/semi-lisos-papel-pintado
/en,200,0,https://www.matchwalls.com/en,,,,,,no,200 https://www.matchwalls.com/en
/en/collections/all-matchwallsmurals-murals,200,0,https://www.matchwalls.com/en/collections/all-matchwallsmurals-murals,,,,,,no,200 https://www.matchwalls.com/en/collections/all-matchwallsmurals-murals
/en/collections/black-murals-matchwallsmurals,200,1,https://www.matchwalls.com/en/collections/black-painted-papers-matchwallswallpapers,,,,,,no,301 https://www.matchwalls.com/en/collections/black-murals-matchwallsmurals -> /en/collections/black-painted-papers-matchwallswallpapers | 200 https://www.matchwalls.com/en/collections/black-painted-papers-matchwallswallpapers
/en/collections/black-painted-papers-matchwallswallpapers,200,0,https://www.matchwalls.com/en/collections/black-painted-papers-matchwallswallpapers,,,,,,no,200 https://www.matchwalls.com/en/collections/black-painted-papers-matchwallswallpapers
/en/collections/matchwalls-painted-papers-matchwallswallpapers,200,1,https://www.matchwalls.com/en/collections/all-matchwallsmurals-murals,,,,,,no,301 https://www.matchwalls.com/en/collections/matchwalls-painted-papers-matchwallswallpapers -> /en/collections/all-matchwallsmurals-murals | 200 https://www.matchwalls.com/en/collections/all-matchwallsmurals-murals
/fr/collections/bedroom-murals-matchwallsmurals,200,1,https://www.matchwalls.com/fr/collections/peintures-murales-de-chambre-matchwallsmurals,,,,,,no,301 https://www.matchwalls.com/fr/collections/bedroom-murals-matchwallsmurals -> https://www.matchwalls.com/fr/collections/peintures-murales-de-chambre-matchwallsmurals | 200 https://www.matchwalls.com/fr/collections/peintures-murales-de-chambre-matchwallsmurals
/fr/collections/bedroom-painted-papers-matchwallswallpa,200,2,https://www.matchwalls.com/fr/collections/peintures-murales-de-chambre-matchwallsmurals,,,,,,no,301 https://www.matchwalls.com/fr/collections/bedroom-painted-papers-matchwallswallpa -> /fr/collections/bedroom-murals-matchwallsmurals | 301 https://www.matchwalls.com/fr/collections/bedroom-murals-matchwallsmurals -> https://www.matchwalls.com/fr/collections/peintures-murales-de-chambre-matchwallsmurals | 200 https://www.matchwalls.com/fr/collections/peintures-murales-de-chambre-matchwallsmurals
/fr/collections/documents-peints-de-la-nature-matchwallswallpapers,200,1,https://www.matchwalls.com/fr/collections/peintures-murales-de-la-nature-matchwallsmurals,,,,,,no,301 https://www.matchwalls.com/fr/collections/documents-peints-de-la-nature-matchwallswallpapers -> /fr/collections/peintures-murales-de-la-nature-matchwallsmurals | 200 https://www.matchwalls.com/fr/collections/peintures-murales-de-la-nature-matchwallsmurals
/fr/collections/documents-peints-graphiques-matchwallswallpapers,200,1,https://www.matchwalls.com/fr/collections/peintures-murales-graphiques-matchwallsmurals,,,,,,no,301 https://www.matchwalls.com/fr/collections/documents-peints-graphiques-matchwallswallpapers -> /fr/collections/peintures-murales-graphiques-matchwallsmurals | 200 https://www.matchwalls.com/fr/collections/peintures-murales-graphiques-matchwallsmurals
/fr/collections/floral-murals-matchwallsmurals,200,1,https://www.matchwalls.com/fr/collections/peintures-murales-florales-matchwallsmurals,,,,,,no,301 https://www.matchwalls.com/fr/collections/floral-murals-matchwallsmurals -> https://www.matchwalls.com/fr/collections/peintures-murales-florales-matchwallsmurals | 200 https://www.matchwalls.com/fr/collections/peintures-murales-florales-matchwallsmurals
/fr/collections/floral-painted-papers-matchwallswallspapers,200,2,https://www.matchwalls.com/fr/collections/peintures-murales-florales-matchwallsmurals,,,,,,no,301 https://www.matchwalls.com/fr/collections/floral-painted-papers-matchwallswallspapers -> /fr/collections/floral-murals-matchwallsmurals | 301 https://www.matchwalls.com/fr/collections/floral-murals-matchwallsmurals -> https://www.matchwalls.com/fr/collections/peintures-murales-florales-matchwallsmurals | 200 https://www.matchwalls.com/fr/collections/peintures-murales-florales-matchwallsmurals
/fr/collections/geometric-murals-matchwallsmurs,200,1,https://www.matchwalls.com/fr/collections/peintures-murales-geometriques-matchwallsmurs,,,,,,no,301 https://www.matchwalls.com/fr/collections/geometric-murals-matchwallsmurs -> https://www.matchwalls.com/fr/collections/peintures-murales-geometriques-matchwallsmurs | 200 https://www.matchwalls.com/fr/collections/peintures-murales-geometriques-matchwallsmurs
