product_gid,legacy_resource_id,representative_title,url,present_in_product_sitemap,estado,source_block
gid://shopify/Product/14858207756664,14858207756664,Muestra de Green Meadow Dreams,https://www.matchwalls.com/de/products/grune-wiesentraume-probe,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858207756664,14858207756664,Muestra de Green Meadow Dreams,https://www.matchwalls.com/nl/products/green-meadow-dreams-sample-2,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858207756664,14858207756664,Muestra de Green Meadow Dreams,https://www.matchwalls.com/it/products/green-meadow-dreams-sample-1,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858207756664,14858207756664,Muestra de Green Meadow Dreams,https://www.matchwalls.com/pt/products/amostra-de-sonhos-de-prado-verde,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858732405112,14858732405112,Muestra de Highland Plaid Rosa,https://www.matchwalls.com/products/muestra-de-highland-plaid-rosa,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858732405112,14858732405112,Muestra de Highland Plaid Rosa,https://www.matchwalls.com/en/products/highland-plaid-pink-sample,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858732405112,14858732405112,Muestra de Highland Plaid Rosa,https://www.matchwalls.com/fr/products/echantillon-rose-a-carreaux-highland,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858732405112,14858732405112,Muestra de Highland Plaid Rosa,https://www.matchwalls.com/de/products/highland-plaid-pink-probe,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858732405112,14858732405112,Muestra de Highland Plaid Rosa,https://www.matchwalls.com/it/products/campione-rosa-a-quadri-dellaltopiano,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858732405112,14858732405112,Muestra de Highland Plaid Rosa,https://www.matchwalls.com/pt/products/amostra-rosa-xadrez-das-montanhas,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858732372344,14858732372344,Muestra de Highland Plaid Verde,https://www.matchwalls.com/products/muestra-de-highland-plaid-verde,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858732372344,14858732372344,Muestra de Highland Plaid Verde,https://www.matchwalls.com/en/products/highland-plaid-green-sample,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858732372344,14858732372344,Muestra de Highland Plaid Verde,https://www.matchwalls.com/fr/products/echantillon-vert-a-carreaux-highland,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858732372344,14858732372344,Muestra de Highland Plaid Verde,https://www.matchwalls.com/de/products/highland-plaid-green-probe,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858732372344,14858732372344,Muestra de Highland Plaid Verde,https://www.matchwalls.com/nl/products/highland-plaid-green-sample-2,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858732372344,14858732372344,Muestra de Highland Plaid Verde,https://www.matchwalls.com/it/products/campione-verde-a-quadri-dellaltopiano,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858732372344,14858732372344,Muestra de Highland Plaid Verde,https://www.matchwalls.com/pt/products/amostra-verde-xadrez-das-montanhas,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858207822200,14858207822200,Muestra de Jungle Safari Adventure,https://www.matchwalls.com/products/muestra-de-jungle-safari-adventure,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858207822200,14858207822200,Muestra de Jungle Safari Adventure,https://www.matchwalls.com/en/products/jungle-safari-adventure-sample,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858207822200,14858207822200,Muestra de Jungle Safari Adventure,https://www.matchwalls.com/fr/products/echantillon-daventure-de-safari-de-la-jungle,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858207822200,14858207822200,Muestra de Jungle Safari Adventure,https://www.matchwalls.com/de/products/dschungel-safari-abenteuerprobe,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858207822200,14858207822200,Muestra de Jungle Safari Adventure,https://www.matchwalls.com/nl/products/jungle-safari-adventure-sample-1,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858207822200,14858207822200,Muestra de Jungle Safari Adventure,https://www.matchwalls.com/it/products/jungle-safari-adventure-campione,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14858207822200,14858207822200,Muestra de Jungle Safari Adventure,https://www.matchwalls.com/pt/products/amostra-de-aventura-de-safari-na-selva,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14835715735928,14835715735928,Muestra de Misty Blossom Azul,https://www.matchwalls.com/products/muestra-de-misty-blossom-azul,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14835715735928,14835715735928,Muestra de Misty Blossom Azul,https://www.matchwalls.com/en/products/misty-blossom-blue-sample-1,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14835715735928,14835715735928,Muestra de Misty Blossom Azul,https://www.matchwalls.com/fr/products/echantillon-bleu-de-fleur-brumeux,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14835715735928,14835715735928,Muestra de Misty Blossom Azul,https://www.matchwalls.com/de/products/neblige-blute-blaue-probe,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14835715735928,14835715735928,Muestra de Misty Blossom Azul,https://www.matchwalls.com/nl/products/misty-blossom-blue-sample-3,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14835715735928,14835715735928,Muestra de Misty Blossom Azul,https://www.matchwalls.com/it/products/campione-blu-fiorente-nebbioso,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14835715735928,14835715735928,Muestra de Misty Blossom Azul,https://www.matchwalls.com/pt/products/amostra-azul-de-flor-enevoada,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14835715572088,14835715572088,Muestra de Misty Blossom Gris,https://www.matchwalls.com/products/muestra-de-misty-blossom-gris,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14835715572088,14835715572088,Muestra de Misty Blossom Gris,https://www.matchwalls.com/en/products/misty-blossom-gray-sample,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14835715572088,14835715572088,Muestra de Misty Blossom Gris,https://www.matchwalls.com/fr/products/echantillon-gris-de-fleur-brumeux,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14835715572088,14835715572088,Muestra de Misty Blossom Gris,https://www.matchwalls.com/de/products/neblige-blossom-grey-probe,no,CORREGIDO Y VERIFICADO,01
